,artist,track_name,min,position,streams,track_id,artist_id,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,release_year,release_month,release_day,rel_date,boost_time,cur_date,boost_time_con
254,Bruno Mars,Versace on the Floor,1,1,318731,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,78 days 00:00:00.000000000,2017-02-03,78
255,Bruno Mars,Versace on the Floor,1,1,329667,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,79 days 00:00:00.000000000,2017-02-04,79
256,Bruno Mars,Versace on the Floor,1,1,326378,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,80 days 00:00:00.000000000,2017-02-05,80
257,Bruno Mars,Versace on the Floor,1,1,319287,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,81 days 00:00:00.000000000,2017-02-06,81
258,Bruno Mars,Versace on the Floor,1,1,310045,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,82 days 00:00:00.000000000,2017-02-07,82
259,Bruno Mars,Versace on the Floor,1,1,307145,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,83 days 00:00:00.000000000,2017-02-08,83
260,Bruno Mars,Versace on the Floor,1,1,306654,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,84 days 00:00:00.000000000,2017-02-09,84
261,Bruno Mars,Versace on the Floor,1,1,295345,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,85 days 00:00:00.000000000,2017-02-10,85
262,Bruno Mars,Versace on the Floor,1,1,302286,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,86 days 00:00:00.000000000,2017-02-11,86
263,Bruno Mars,Versace on the Floor,1,1,293831,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,87 days 00:00:00.000000000,2017-02-12,87
264,Bruno Mars,Versace on the Floor,1,1,272872,0kN8xEmgMW9mh7UmDYHlJP,0du5cEVh5yTK9QJze8zA0C,4PgleR09JVnm3zY1fW3XBA,261240,2016-11-17,75,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.15200000000004,4.354,2016,11,17,2016-11-17,89 days 00:00:00.000000000,2017-02-14,89
265,Camila Cabello,Havana,1,1,210983,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,127 days 00:00:00.000000000,2017-12-08,127
266,Camila Cabello,Havana,1,1,213878,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,128 days 00:00:00.000000000,2017-12-09,128
267,Camila Cabello,Havana,1,1,209935,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,129 days 00:00:00.000000000,2017-12-10,129
268,Camila Cabello,Havana,1,1,202759,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,130 days 00:00:00.000000000,2017-12-11,130
269,Camila Cabello,Havana,1,1,203133,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,132 days 00:00:00.000000000,2017-12-13,132
270,Camila Cabello,Havana,1,1,207037,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,133 days 00:00:00.000000000,2017-12-14,133
271,Camila Cabello,Havana,1,1,198962,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,134 days 00:00:00.000000000,2017-12-15,134
272,Camila Cabello,Havana,1,1,203037,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,135 days 00:00:00.000000000,2017-12-16,135
273,Camila Cabello,Havana,1,1,198473,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,136 days 00:00:00.000000000,2017-12-17,136
274,Camila Cabello,Havana,1,1,197287,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,137 days 00:00:00.000000000,2017-12-18,137
275,Camila Cabello,Havana,1,1,199817,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,138 days 00:00:00.000000000,2017-12-19,138
276,Camila Cabello,Havana,1,1,203930,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,139 days 00:00:00.000000000,2017-12-20,139
277,Camila Cabello,Havana,1,1,207414,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,140 days 00:00:00.000000000,2017-12-21,140
278,Camila Cabello,Havana,1,1,200449,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,141 days 00:00:00.000000000,2017-12-22,141
279,Camila Cabello,Havana,1,1,200282,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,142 days 00:00:00.000000000,2017-12-23,142
280,Camila Cabello,Havana,1,1,223480,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,143 days 00:00:00.000000000,2017-12-24,143
281,Camila Cabello,Havana,1,1,174250,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,144 days 00:00:00.000000000,2017-12-25,144
282,Camila Cabello,Havana,1,1,178842,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,145 days 00:00:00.000000000,2017-12-26,145
283,Camila Cabello,Havana,1,1,176380,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,146 days 00:00:00.000000000,2017-12-27,146
284,Camila Cabello,Havana,1,1,183329,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,147 days 00:00:00.000000000,2017-12-28,147
285,Camila Cabello,Havana,1,1,188169,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,148 days 00:00:00.000000000,2017-12-29,148
286,Camila Cabello,Havana,1,1,191159,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,149 days 00:00:00.000000000,2017-12-30,149
287,Camila Cabello,Havana,1,1,155633,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,151 days 00:00:00.000000000,2018-01-01,151
288,Camila Cabello,Havana,1,1,179964,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,152 days 00:00:00.000000000,2018-01-02,152
289,Camila Cabello,Havana,1,1,174376,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,153 days 00:00:00.000000000,2018-01-03,153
290,Camila Cabello,Havana,1,1,179893,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,154 days 00:00:00.000000000,2018-01-04,154
291,Camila Cabello,Havana,1,1,176370,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,155 days 00:00:00.000000000,2018-01-05,155
292,Camila Cabello,Havana,1,1,182131,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,156 days 00:00:00.000000000,2018-01-06,156
293,Camila Cabello,Havana,1,1,178625,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,157 days 00:00:00.000000000,2018-01-07,157
294,Camila Cabello,Havana,1,1,179032,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,158 days 00:00:00.000000000,2018-01-08,158
295,Camila Cabello,Havana,1,1,183341,0ofbQMrRDsUaVKq2mGLEAb,4nDoRrQiYLoBzwC5BhVJzF,5chBPOVY2I0bG5V3igb5QL,216896,2017-08-03,25,0.768,0.517,7,-4.323,0,0.0312,0.18600000000000005,3.8e-05,0.104,0.418,104.992,3.6149333333333336,2017,8,3,2017-08-03,159 days 00:00:00.000000000,2018-01-09,159
296,Camila Cabello,Havana (feat. Young Thug),1,1,199216,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,0 days 00:00:00.000000000,2018-01-12,0
297,Camila Cabello,Havana (feat. Young Thug),1,1,204125,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,1 days 00:00:00.000000000,2018-01-13,1
298,Camila Cabello,Havana (feat. Young Thug),1,1,197642,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,2 days 00:00:00.000000000,2018-01-14,2
299,Camila Cabello,Havana (feat. Young Thug),1,1,198975,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,3 days 00:00:00.000000000,2018-01-15,3
300,Camila Cabello,Havana (feat. Young Thug),1,1,194336,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,4 days 00:00:00.000000000,2018-01-16,4
301,Camila Cabello,Havana (feat. Young Thug),1,1,197499,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,5 days 00:00:00.000000000,2018-01-17,5
302,Camila Cabello,Havana (feat. Young Thug),1,1,200714,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,6 days 00:00:00.000000000,2018-01-18,6
303,Camila Cabello,Havana (feat. Young Thug),1,1,192244,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,7 days 00:00:00.000000000,2018-01-19,7
304,Camila Cabello,Havana (feat. Young Thug),1,1,192170,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,217306,2018-01-12,83,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,3.621766666666667,2018,1,12,2018-01-12,8 days 00:00:00.000000000,2018-01-20,8
305,Camila Cabello,Never Be the Same,5,5,130802,4eWQlBRaTjPPUlzacqEeoQ,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,226973,2018-01-12,74,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.13699999999999998,0.243,129.923,3.782883333333333,2018,1,12,2018-01-12,16 days 00:00:00.000000000,2018-01-28,16
306,Camila Cabello,Never Be the Same,5,5,141642,4eWQlBRaTjPPUlzacqEeoQ,4nDoRrQiYLoBzwC5BhVJzF,2vD3zSQr8hNlg0obNel4TE,226973,2018-01-12,74,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.13699999999999998,0.243,129.923,3.782883333333333,2018,1,12,2018-01-12,19 days 00:00:00.000000000,2018-01-31,19
307,Charlie Puth,Attention,5,5,136504,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,48 days 00:00:00.000000000,2017-06-07,48
308,Charlie Puth,Attention,5,5,133198,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,79 days 00:00:00.000000000,2017-07-08,79
309,Charlie Puth,Attention,5,5,130434,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,80 days 00:00:00.000000000,2017-07-09,80
310,Charlie Puth,Attention,5,5,128851,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,85 days 00:00:00.000000000,2017-07-14,85
311,Charlie Puth,Attention,5,5,137069,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,86 days 00:00:00.000000000,2017-07-15,86
312,Charlie Puth,Attention,5,5,134082,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,87 days 00:00:00.000000000,2017-07-16,87
313,Charlie Puth,Attention,5,5,134116,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,88 days 00:00:00.000000000,2017-07-17,88
314,Charlie Puth,Attention,5,5,133044,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,89 days 00:00:00.000000000,2017-07-18,89
315,Charlie Puth,Attention,5,5,133410,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,90 days 00:00:00.000000000,2017-07-19,90
316,Charlie Puth,Attention,5,5,131980,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,91 days 00:00:00.000000000,2017-07-20,91
317,Charlie Puth,Attention,5,5,125164,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,92 days 00:00:00.000000000,2017-07-21,92
318,Charlie Puth,Attention,5,5,129268,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,93 days 00:00:00.000000000,2017-07-22,93
319,Charlie Puth,Attention,5,5,125193,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,94 days 00:00:00.000000000,2017-07-23,94
320,Charlie Puth,Attention,5,5,124370,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,95 days 00:00:00.000000000,2017-07-24,95
321,Charlie Puth,Attention,5,5,122257,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,96 days 00:00:00.000000000,2017-07-25,96
322,Charlie Puth,Attention,5,5,120005,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,97 days 00:00:00.000000000,2017-07-26,97
323,Charlie Puth,Attention,5,5,124297,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,98 days 00:00:00.000000000,2017-07-27,98
324,Charlie Puth,Attention,5,5,124961,4iLqG9SeJSnt0cSPICSjxv,6VuMaDnrHyPL1p4EHjYLi7,0t0NkQulrNkxw2oUZZHboA,211475,2017-04-20,23,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,3.524583333333333,2017,4,20,2017-04-20,99 days 00:00:00.000000000,2017-07-28,99
